refcode,component_refcode,component_index,smiles,HBD,HBA,logP,MW
SIYPUL,SIYPUL_1,1,[NH2]1CC[NH2][Ba+2]23456781O1CCO2CCN23CCO4CCO5CCN6(CC1)CCO7CCO8CC2,2,10,-1.75979999999999,574.2302351681799
SIYPUL,SIYPUL_2,2,[Se]1[Se][Se][Te-2]2([Se][Se]1)[Se][Se][Se][Se][Se]2,0,0,-4.1888,929.07253455982
SIYPUL,SIYPUL_3,3,[Se]1[Se][Se][Te-2]2([Se][Se]1)[Se][Se][Se][Se][Se]2,0,0,-4.1888,929.07253455982
SIYPUL,SIYPUL_4,4,NCCN,2,2,-1.0962,60.06874825599999
SIYSIE,SIYSIE_1,1,CCOC(=O)C1=C(CSc2ccccc2)N(C)c2cc(Br)c(O)c(C[NH+](C)C)c12,2,5,3.759900000000002,477.08420221208996
SIYSIE,SIYSIE_2,2,ClC(Cl)Cl,0,0,1.9864,117.91438307199999
SIYSIE,SIYSIE_3,3,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
SIYTED,SIYTED_1,1,COC(=O)N=C1Nc2ccc(cc2N1)C(=O)c1ccccc1,2,3,2.394100000000001,295.095691276
SIYYIK,SIYYIK_1,1,CCOC(=O)C1=C(CSc2ccccc2)N(C)c2cc(Br)c(O)c(C[NH+](C)C)c12,2,5,3.759900000000002,477.08420221208996
SIYYIK,SIYYIK_2,2,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
SIYYIK01,SIYYIK01_1,1,CCOC(=O)C1=C(CSc2ccccc2)N(C)c2cc(Br)c(O)c(C[NH+](C)C)c12,2,5,3.759900000000002,477.08420221208996
SIYYIK01,SIYYIK01_2,2,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
SIZKIX,SIZKIX_1,1,[NH3+]CC(O)=O,2,1,-1.6871000000000003,76.03930485209
SIZKIX,SIZKIX_2,2,O=C1C(=O)C(=C1[O-])[O-],0,4,-2.5702000000000003,111.98075563982002
SIZKIX,SIZKIX_3,3,[NH3+]CC(O)=O,2,1,-1.6871000000000003,76.03930485209
SIZKIX01,SIZKIX01_1,1,NCC(O)=O,2,2,-0.9702999999999999,75.0320284
SIZKIX01,SIZKIX01_2,2,NCC(O)=O,2,2,-0.9702999999999999,75.0320284
SIZKIX01,SIZKIX01_3,3,OC1=C(O)C(=O)C1=O,2,4,-1.3062000000000002,113.99530854400001
SIZKIX02,SIZKIX02_1,1,O=C1C(=O)C(=C1[O-])[O-],0,4,-2.5702000000000003,111.98075563982002
SIZKIX02,SIZKIX02_2,2,[NH3+]CC(O)=O,2,1,-1.6871000000000003,76.03930485209
SIZKIX02,SIZKIX02_3,3,[NH3+]CC(O)=O,2,1,-1.6871000000000003,76.03930485209
SIZKUJ,SIZKUJ_1,1,OC1=C([O-])C(=O)C1=O,1,4,-1.9382000000000001,112.98803209191001
SIZKUJ,SIZKUJ_2,2,OC1=C([O-])C(=O)C1=O,1,4,-1.9382000000000001,112.98803209191001
SIZKUJ,SIZKUJ_3,3,C[N+](C)(C)CC(O)=O,1,1,-0.22280000000000016,118.08625504409
SIZKUJ,SIZKUJ_4,4,C[N+](C)(C)CC(O)=O,1,1,-0.22280000000000016,118.08625504409
SIZZUZ,SIZZUZ_1,1,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,3,5,-0.35129999999999945,296.964475416
SIZZUZ,SIZZUZ_2,2,CN(C)c1ccncc1,0,2,1.1476,122.08439831999999
SIZZUZ,SIZZUZ_3,3,CN(C)c1ccncc1,0,2,1.1476,122.08439831999999
SLCADA10,SLCADA10_1,1,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
SLCADA10,SLCADA10_2,2,CN1C=Nc2c(N)[nH+]cnc12,1,4,-0.6354,150.07742167608998
SLCADB10,SLCADB10_1,1,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
SLCADB10,SLCADB10_2,2,Nc1[nH+]cccc1,1,1,0.08289999999999959,95.06037464408999
SLCADC01,SLCADC01_1,1,OC(=O)c1ccccc1O,2,2,1.0903999999999998,138.031694052
SLCADC01,SLCADC01_2,2,NC(N)=O,2,1,-0.9762000000000002,60.032362748
SLCADC10,SLCADC10_1,1,OC(=O)c1ccccc1O,2,2,1.0903999999999998,138.031694052
SLCADC10,SLCADC10_2,2,NC(N)=O,2,1,-0.9762000000000002,60.032362748
SLFNMA01,SLFNMA01_1,1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMA02,SLFNMA02_1,1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMA02,SLFNMA02_2,2,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMA03,SLFNMA03_1,1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMA04,SLFNMA04_1,1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMA04,SLFNMA04_2,2,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMA05,SLFNMA05_1,1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMA06,SLFNMA06_1,1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.16802,264.068096624
SLFNMB01,SLFNMB01_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB02,SLFNMB02_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB03,SLFNMB03_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB04,SLFNMB04_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB05,SLFNMB05_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB06,SLFNMB06_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB07,SLFNMB07_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB08,SLFNMB08_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB09,SLFNMB09_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB10,SLFNMB10_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB11,SLFNMB11_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB12,SLFNMB12_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB13,SLFNMB13_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB14,SLFNMB14_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB15,SLFNMB15_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB16,SLFNMB16_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB17,SLFNMB17_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB18,SLFNMB18_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB19,SLFNMB19_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB20,SLFNMB20_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB21,SLFNMB21_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB22,SLFNMB22_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMB23,SLFNMB23_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SLFNMD01,SLFNMD01_1,1,CC1=CC(=NC(=N1)NS(=O)(=O)c1ccc(N)cc1)C,2,5,1.4764400000000002,278.08374668799996
SLFNMD10,SLFNMD10_1,1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.4764399999999998,278.083746688
SLFNMD11,SLFNMD11_1,1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2,5,1.4764399999999998,278.083746688
SLFNMG01,SLFNMG01_1,1,CC(=O)NS(=O)(=O)c1ccc(N)cc1,2,4,0.0935999999999998,214.04121318
SLFSXZ,SLFSXZ_1,1,CC1=NOC(=C1C)NS(=O)(=O)c1ccc(N)cc1,2,5,1.67444,267.067762276
SLFSXZ01,SLFSXZ01_1,1,CC1=NOC(=C1C)NS(=O)(=O)c1ccc(N)cc1,2,5,1.67444,267.067762276
SLFSXZ10,SLFSXZ10_1,1,CC1=NOC(=C1C)NS(=O)(=O)c1ccc(N)cc1,2,5,1.67444,267.067762276
SLFSXZ12,SLFSXZ12_1,1,CC1=NOC(=C1C)NS(=O)(=O)c1ccc(N)cc1,2,5,1.67444,267.067762276
SMZTMP,SMZTMP_1,1,CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1,2,5,1.3660199999999998,253.052112212
SMZTMP,SMZTMP_2,2,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,2,7,1.2575999999999998,290.13789043599996
SMZTMP01,SMZTMP01_1,1,COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,2,6,0.6767,291.14516688809
SMZTMP01,SMZTMP01_2,2,CC1=CC(=NO1)[N-]S(=O)(=O)c1ccc(N)cc1,1,5,1.95932,252.04483575991
SOBBAP,SOBBAP_1,1,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,3,5,-0.35129999999999945,296.964475416
SOBBAP,SOBBAP_2,2,c1ccc2nc3ccccc3nc2c1,0,2,2.7830000000000013,180.068748256
SOBBAP,SOBBAP_3,3,O,0,0,-0.8247,18.010564684
SOBBUG,SOBBUG_1,1,NC1=NC(=O)N(C=N1)C1CC(O)C(CO)O1,3,8,-2.1388,228.085854864
SOBBUG,SOBBUG_2,2,O,0,0,-0.8247,18.010564684
SOBNEE,SOBNEE_1,1,FC1=CNC(=O)NC1=O,2,2,-0.7977000000000001,130.017855556
SOBNEE,SOBNEE_2,2,OC(=O)c1ccc(O)cc1,2,2,1.0903999999999998,138.031694052
SOBNEE01,SOBNEE01_1,1,FC1=CNC(=O)NC1=O,2,2,-0.7977000000000001,130.017855556
SOBNEE01,SOBNEE01_2,2,OC(=O)c1ccc(O)cc1,2,2,1.0903999999999998,138.031694052
SOCGEY,SOCGEY_1,1,CC(C)(C)c1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc7cc(cc(Cc(c1)c2O)c7[O-])C(C)(C)C)c6O)C(C)(C)C)c5O)C(C)(C)C)c4[O-])C(C)(C)C)c3O)C(C)(C)C,4,6,14.299399999999968,970.61223750382
SOCGEY,SOCGEY_2,2,CC(C)(C)c1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc7cc(cc(Cc(c1)c2O)c7[O-])C(C)(C)C)c6O)C(C)(C)C)c5O)C(C)(C)C)c4[O-])C(C)(C)C)c3O)C(C)(C)C,4,6,14.299399999999968,970.61223750382
SOCGEY,SOCGEY_3,3,C[N+](C)(C)CCO,1,1,-0.3150999999999999,104.10699048808999
SOCGEY,SOCGEY_4,4,C[N+](C)(C)CCO,1,1,-0.3150999999999999,104.10699048808999
SOCGEY,SOCGEY_5,5,C[N+](C)(C)CCO,1,1,-0.3150999999999999,104.10699048808999
SOCGEY,SOCGEY_6,6,C[N+](C)(C)CCO,1,1,-0.3150999999999999,104.10699048808999
SOCGEY,SOCGEY_7,7,CCO,1,1,-0.0014000000000000123,46.041864812
SOCHOI,SOCHOI_1,1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
SOCHOI,SOCHOI_2,2,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
SOCHOI,SOCHOI_3,3,OC(=O)CCC(O)=O,2,2,-0.06419999999999987,118.02660867200001
SOCHOI,SOCHOI_4,4,ClC(Cl)Cl,0,0,1.9864,117.91438307199999
SOCHUO,SOCHUO_1,1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
SOCHUO,SOCHUO_2,2,OC(=O)CCC(O)=O,2,2,-0.06419999999999987,118.02660867200001
SOCHUO,SOCHUO_3,3,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
SOCHUO,SOCHUO_4,4,BrC(Br)Br,0,0,2.4547,249.762836332
SOCJAW,SOCJAW_1,1,O=[Cl](=O)(=O)[O-],0,4,-4.756,98.94905973991001
SOCJAW,SOCJAW_2,2,O=[Cl](=O)(=O)[O-],0,4,-4.756,98.94905973991001
SOCJAW,SOCJAW_3,3,[NH3+]c1cc[nH+]cc1N,2,1,-1.0437,111.07855012818
SOCMAA,SOCMAA_1,1,CC(=O)Oc1ccccc1C(=O)NC1=NC=C(S1)N(=O)=O,1,7,2.2289000000000003,307.026291388
SOCMAA,SOCMAA_2,2,OC(=O)c1cc(O)ccc1O,3,3,0.7959999999999998,154.026608672
SOCMAA,SOCMAA_3,3,CC#N,0,1,0.52988,41.026549096
SOCMEE,SOCMEE_1,1,CC(=O)Oc1ccccc1C(=O)NC1=NC=C(S1)N(=O)=O,1,7,2.2289000000000003,307.026291388
SOCMEE,SOCMEE_2,2,OC(=O)CCCC(O)=O,2,2,0.3259,132.042258736
SOCMII,SOCMII_1,1,CC(=O)Oc1ccccc1C(=O)NC1=NC=C(S1)N(=O)=O,1,7,2.2289000000000003,307.026291388
SOCMII,SOCMII_2,2,OC(=O)CCC(O)=O,2,2,-0.06419999999999987,118.02660867200001
SOCYUF,SOCYUF_1,1,O=C([O-])C(=O)[O-],0,4,-3.5138000000000003,87.98075563982
SOCYUF,SOCYUF_2,2,[NH3+]CC1(CCCCC1)CC(O)=O,2,1,0.6534999999999993,172.13320523609
SODCEU,SODCEU_1,1,Ic1ccc(cc1)C1=C2NC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(N4)C(=C4C=CC1=N4)c1ccncc1)c1ccc(I)cc1)C=C3)C=C2,2,4,11.322799999999987,868.0308408320002
SODCEU,SODCEU_2,2,OC(=O)c1ccccc1,1,1,1.3848,122.036779432
SODCUJ,SODCUJ_1,1,OP(O)(=O)[O-],2,2,-1.5606000000000002,96.96961875391001
SODCUJ,SODCUJ_2,2,O,0,0,-0.8247,18.010564684
SODCUJ,SODCUJ_3,3,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
SODCUJ01,SODCUJ01_1,1,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
SODCUJ01,SODCUJ01_2,2,OP(O)(=O)[O-],2,2,-1.5606000000000002,96.96961875391001
SODCUJ01,SODCUJ01_3,3,O,0,0,-0.8247,18.010564684
SODDIZ,SODDIZ_1,1,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SODDIZ,SODDIZ_2,2,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SODDIZ,SODDIZ_3,3,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SODDIZ,SODDIZ_4,4,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SODDIZ01,SODDIZ01_1,1,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SODDIZ01,SODDIZ01_2,2,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SODDIZ01,SODDIZ01_3,3,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SODDIZ01,SODDIZ01_4,4,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SODDOF,SODDOF_1,1,OC(=O)c1ccccc1O,2,2,1.0903999999999998,138.031694052
SODDOF,SODDOF_2,2,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SODDOF01,SODDOF01_1,1,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SODDOF01,SODDOF01_2,2,OC(=O)c1ccccc1O,2,2,1.0903999999999998,138.031694052
SODDOF03,SODDOF03_1,1,OC(=O)c1ccccc1O,2,2,1.0903999999999998,138.031694052
SODDOF03,SODDOF03_2,2,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SODWIT,SODWIT_1,1,CC[N+]1=C(Sc2ccccc12)C=Cc1ccc(OC)c(OC)c1,0,3,4.396300000000004,326.12092630008993
SODWIT,SODWIT_2,2,Cc1ccc(cc1)S(=O)(=O)[O-],0,3,0.89912,171.01213866391
SODWIT,SODWIT_3,3,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
SODWIT,SODWIT_4,4,O,0,0,-0.8247,18.010564684
SODWOZ,SODWOZ_1,1,CC[N+]1=C(Sc2ccccc12)C1C(C(C1c1ccc(OC)c(OC)c1)C1=[N+](CC)c2ccccc2S1)c1ccc(OC)c(OC)c1,0,6,8.213800000000006,652.24185260018
SODWOZ,SODWOZ_2,2,Cc1ccc(cc1)S(=O)(=O)[O-],0,3,0.89912,171.01213866391
SODWOZ,SODWOZ_3,3,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
SODWOZ,SODWOZ_4,4,O,0,0,-0.8247,18.010564684
SODWUF,SODWUF_1,1,CC[N+]1=C(Sc2ccccc12)C=Cc1ccc(OC)c(OC)c1,0,3,4.396300000000004,326.12092630008993
SODWUF,SODWUF_2,2,CC[N+]1=C(Sc2ccccc12)C=Cc1ccc(OC)c(OC)c1,0,3,4.396300000000004,326.12092630008993
SODWUF,SODWUF_3,3,Cc1ccc(cc1)S(=O)(=O)[O-],0,3,0.89912,171.01213866391
SODWUF,SODWUF_4,4,Cc1ccc(cc1)S(=O)(=O)[O-],0,3,0.89912,171.01213866391
SODWUF,SODWUF_5,5,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
SODWUF,SODWUF_6,6,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
SOFYOE,SOFYOE_1,1,Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,1,3,2.41054,240.10300226791
SOFYOE,SOFYOE_2,2,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
SOGLAC,SOGLAC_1,1,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SOGLAC,SOGLAC_2,2,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SOGLAC,SOGLAC_3,3,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SOGLAC,SOGLAC_4,4,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SOGLAC,SOGLAC_5,5,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SOGLAC,SOGLAC_6,6,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SOGLAC,SOGLAC_7,7,CC(C)Cc1ccc(cc1)C(C)C(O)=O,1,1,3.073200000000001,206.130679816
SOGLAC,SOGLAC_8,8,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
SOGNOU,SOGNOU_1,1,Cc1c(Cl)cccc1Nc1ccccc1C(=O)[O-],1,3,2.7555200000000006,260.04837985191
SOGNOU,SOGNOU_2,2,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
SOGQOX,SOGQOX_1,1,COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(O)c2cc3OCOc3cc12,1,8,2.4092000000000002,414.13146766399996
SOGQOX,SOGQOX_2,2,COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(O)c2cc3OCOc3cc12,1,8,2.4092000000000002,414.13146766399996
SOGQOX01,SOGQOX01_1,1,COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(O)c2cc3OCOc3cc12,1,8,2.4092000000000002,414.13146766399996
SOGSEO,SOGSEO_1,1,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1,2,4,0.9479999999999997,255.013618528
SOGSEO,SOGSEO_2,2,CN(C)C(C)=O,0,1,0.09450000000000003,87.068413908
SOGSEP,SOGSEP_1,1,NC(=O)c1ccc(O)cc1,2,2,0.49110000000000004,137.047678464
SOGSEP,SOGSEP_2,2,NC(=O)N1c2ccccc2C=Cc2ccccc12,1,1,3.3872000000000018,236.094963004
SOGTUH,SOGTUH_1,1,Oc1ccc(cc1)S(=O)(=O)[O-],1,4,0.2963000000000002,172.99140321991
SOGTUH,SOGTUH_2,2,Oc1ccc(cc1)S(=O)(=O)[O-],1,4,0.2963000000000002,172.99140321991
SOGTUH,SOGTUH_3,3,Oc1ccc(cc1)S(=O)(=O)[O-],1,4,0.2963000000000002,172.99140321991
SOGTUH,SOGTUH_4,4,Oc1ccc(cc1)S(=O)(=O)[O-],1,4,0.2963000000000002,172.99140321991
SOGTUH,SOGTUH_5,5,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
SOGTUH,SOGTUH_6,6,O,0,0,-0.8247,18.010564684
SOGTUH,SOGTUH_7,7,O,0,0,-0.8247,18.010564684
SOGTUH,SOGTUH_8,8,O,0,0,-0.8247,18.010564684
SOGTUH,SOGTUH_9,9,O,0,0,-0.8247,18.010564684
SOGTUH,SOGTUH_10,10,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
SOGVIW,SOGVIW_1,1,Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,1,3,2.41054,240.10300226791
SOGVIW,SOGVIW_2,2,[NH2+]1CCNCC1,2,1,-1.846999999999999,87.09167477208999
SOGVOC,SOGVOC_1,1,Cc1c(Cl)cccc1Nc1ccccc1C(=O)[O-],1,3,2.7555200000000006,260.04837985191
SOGVOC,SOGVOC_2,2,[NH2+]1CCNCC1,2,1,-1.846999999999999,87.09167477208999
SOHNAG,SOHNAG_1,1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],2,5,-0.005499999999999949,216.98123245991002
SOHNAG,SOHNAG_2,2,NC(=O)c1c[nH+]ccc1,1,1,-0.40040000000000053,123.05528926408999
SOHSUH02,SOHSUH02_1,1,O=C([O-])c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,7,0.24689999999999968,374.06810784372993
SOHSUH02,SOHSUH02_2,2,OC(=O)c1ccc(cc1)N(c1ccc(cc1)C(O)=O)c1ccc(cc1)C(O)=O,3,4,4.251000000000003,377.08993719999995
SOHSUH02,SOHSUH02_3,3,[NH4+],1,0,0.3762,18.03382554809
SOHSUH02,SOHSUH02_4,4,O,0,0,-0.8247,18.010564684
SOHSUH02,SOHSUH02_5,5,IC(I)I,0,0,2.575,393.721244032
SOHVOC,SOHVOC_1,1,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1,2,4,1.0000999999999998,332.06995334809
SOHVOC,SOHVOC_2,2,OC1=C(Br)C(=O)C(=C(Br)C1=O)[O-],1,4,0.2695,294.82470629191
SOHVUI,SOHVUI_1,1,O,0,0,-0.8247,18.010564684
SOHVUI,SOHVUI_2,2,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
SOHVUI,SOHVUI_3,3,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHVUI,SOHVUI_4,4,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHVUI,SOHVUI_5,5,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
SOHWAP,SOHWAP_1,1,CC#N,0,1,0.52988,41.026549096
SOHWAP,SOHWAP_2,2,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHWAP,SOHWAP_3,3,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
SOHWET,SOHWET_1,1,CC#N,0,1,0.52988,41.026549096
SOHWET,SOHWET_2,2,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHWET,SOHWET_3,3,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHWET,SOHWET_4,4,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
SOHWET,SOHWET_5,5,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
SOHWIX,SOHWIX_1,1,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHWIX,SOHWIX_2,2,CC1=[NH+]C=CN1,1,0,0.13722,83.06037464408999
SOHWOD,SOHWOD_1,1,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHWOD,SOHWOD_2,2,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,1,5,0.3832999999999998,330.05540044391006
SOHWOD,SOHWOD_3,3,N1C=[NH+]c2ccccc12,1,0,0.9820000000000001,119.06037464408999
SOHWOD,SOHWOD_4,4,N1C=[NH+]c2ccccc12,1,0,0.9820000000000001,119.06037464408999
SOHWUJ,SOHWUJ_1,1,N1C=NC=N1,1,2,-0.19529999999999997,69.03269709599999
SOHWUJ,SOHWUJ_2,2,N1C=NC=N1,1,2,-0.19529999999999997,69.03269709599999
SOHWUJ,SOHWUJ_3,3,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1,1,4,-0.19759999999999955,331.062676896
SOHWUJ,SOHWUJ_4,4,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1,1,4,-0.19759999999999955,331.062676896
SOHXAQ,SOHXAQ_1,1,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1,1,4,-0.19759999999999955,331.062676896
SOHXAQ,SOHXAQ_2,2,N1N=Nc2ccccc12,1,2,0.9579,119.04834715999999
SOHXEU,SOHXEU_1,1,c1cnccn1,0,2,0.4765999999999999,80.037448128
SOHXEU,SOHXEU_2,2,CN1C(=C([O-])c2ccccc2S1(=O)=O)C(=O)Nc1[nH+]cccc1,1,4,-0.19759999999999955,331.062676896
